B ;batman.txt
b ;bolizei.txt
c ;cat.txt
A ;einhorn2.txt
a ;einhorn.txt
E ;elephant
e ;eule.txt
F ;face.txt
f ;faschistan1.txt
g ;gammler.txt
P ;partybot.txt
p ;party.txt
R ;roflkopter.txt
